"na_count"
"KEY",0
"BOROSTRATUM",0
"PSUNEST",0
"HHNEST",0
"CAPI_WT",0
"EXAM_WT",0
"BLOOD_WT",0
"URINE_WT",0
"SALIVA_WT",0
"ACASI_WT",0
"WT_CAPI",0
"WT_EXAM",0
"WT_BLOOD",0
"WT_URINE",0
"WT_SALIVA",0
"WT_ACASI",0
"LAQ1",0
"IS_PROXY",0
"GENDER",0
"SPAGE",0
"AGEGROUP",0
"AGEGRP3C",0
"AGEGRP4C",0
"AGEGRP5C",0
"DMQ_A",1
"DMQ_1",2
"EDUCATION",2
"EDU4CAT",2
"EDU3CAT",2
"EDU",2
"DMQ_2",0
"MARITAL",0
"MARITALMOD",0
"DMQ_3",936
"DMQ_5",0
"DMQ_5A",0
"US_BORN",8
"BORN",8
"DMQ_6",0
"DMQ_7MON",864
"DMQ_7YEAR",813
"DMQ_8MON",96
"DMQ_8YEAR",25
"DMQ_9MON",97
"DMQ_9YEAR",27
"DMQ_10",0
"DMQ_10A",0
"DMQ_11",0
"DMQ_11A",0
"DMQ_12",0
"DMQ_13_1",1138
"DMQ_13_2",1513
"DMQ_13_3",1526
"DMQ_13OTH",0
"DMQ_14_1",59
"DMQ_14_2",1485
"DMQ_14_3",1522
"DMQ_14OTH",0
"RACE",0
"RACECKDEPI",0
"ASIAN",0
"DMQ_15",1485
"DMQ_16_1",1315
"DMQ_16_2",1519
"DMQ_16OTH",0
"HSQ_1",1
"HSQ_2",8
"HSQ_3",8
"HSQ_4",6
"HSQ_5",7
"HSQ_6",0
"HSQ_7",1
"HSQ_8",1
"OCQ_1",1
"OCQ_2",640
"OCQ_3",1242
"OCQ_4",0
"OCQ_5",0
"OCQ_6",589
"OCQ_7",583
"OCQ_8",593
"OCQ_9",1066
"OCQ_10",284
"HIQ_1",4
"HIQ_2_1",268
"HIQ_2_2",1318
"HIQ_2_3",1509
"HIQ_3_1",1522
"HIQ_4",289
"HIQ_5",279
"HIQ_6",258
"HIQ_7",1150
"HIQ_8_1",1148
"HIQ_8_2",1489
"HIQ_8_3",1525
"HIQ_8OTH",0
"HUQ_1",1
"HUQ_2",279
"HUQ_3",1
"HUQ_4",288
"HUQ_5",313
"HUQ_6",389
"HUQ_9",5
"HUQ_10",5
"HUQ_11",4
"HUQ_12",660
"MEDS_1_HUQ_13A",0
"MEDS_1_HUQ_13B",827
"MEDS_1_HUQ_13OTH",0
"MEDS_2_HUQ_13A",0
"MEDS_2_HUQ_13B",1040
"MEDS_2_HUQ_13OTH",0
"MEDS_3_HUQ_13A",0
"MEDS_3_HUQ_13B",1176
"MEDS_3_HUQ_13OTH",0
"MEDS_4_HUQ_13A",0
"MEDS_4_HUQ_13B",1279
"MEDS_4_HUQ_13OTH",0
"MEDS_5_HUQ_13A",0
"MEDS_5_HUQ_13B",1351
"MEDS_5_HUQ_13OTH",0
"MEDS_6_HUQ_13A",0
"MEDS_6_HUQ_13B",1400
"MEDS_6_HUQ_13OTH",0
"MEDS_7_HUQ_13A",0
"MEDS_7_HUQ_13B",1438
"MEDS_7_HUQ_13OTH",0
"MEDS_8_HUQ_13A",0
"MEDS_8_HUQ_13B",1462
"MEDS_8_HUQ_13OTH",0
"MEDS_9_HUQ_13A",0
"MEDS_9_HUQ_13B",1480
"MEDS_9_HUQ_13OTH",0
"MEDS_10_HUQ_13A",0
"MEDS_10_HUQ_13B",1494
"MEDS_10_HUQ_13OTH",0
"MEDS_11_HUQ_13A",0
"MEDS_11_HUQ_13B",1500
"MEDS_11_HUQ_13OTH",0
"MEDS_12_HUQ_13A",0
"MEDS_12_HUQ_13B",1506
"MEDS_12_HUQ_13OTH",0
"MEDS_13_HUQ_13A",0
"MEDS_13_HUQ_13B",1513
"MEDS_13_HUQ_13OTH",0
"MEDS_14_HUQ_13A",0
"MEDS_14_HUQ_13B",1517
"MEDS_15_HUQ_13A",0
"MEDS_15_HUQ_13B",1518
"MEDS_16_HUQ_13A",0
"MEDS_16_HUQ_13B",1521
"MEDS_17_HUQ_13A",0
